,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120
2667,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.857143,0.857143,0.892857,0.857143,0.777778,0.794872,1,1,0.857143,0.857143,0.857143,0.857143,0.945946,0.85,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.49759109103e-09,0.363636363636,0.0909090936184,1,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999710383902,0.555555555556,0.25,1,0.999909708153,0.8,0.466666668653,1,0.996641318756,0.625,0.285714298487,1,0.998944116069,0.666666666667,0.333333343267,1,0.99999990792,0.999987526007,1
2668,1.0,0.5,0.666667,0.666667,0.384615,0.407407,1,0,0.0,0.0,0.193939,0.0,0.133333,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.285714,0.5,0.285714,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.444444,0.615385,0.615385,0.4,0.431034,2,1,1.0,0.333333,0.5,0.5,0.324324,0.342105,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.99554672041,0.333333333333,0.176470592618,1,0.992768475868,0.4,0.235294118524,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999926936251,0.0,1
2669,0.666667,0.333333,0.6190479999999999,0.505051,0.416667,0.390244,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.375,0.480952,0.446429,0.47619,0.4,1,1,1.0,0.333333,0.5,0.5,0.314286,0.342857,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333333333,0.5,0.25,1,0.9896477893,0.444444444444,0.176470592618,1,0.966811488582,0.5,0.235294118524,1,0.999977000529,0.75,0.54545456171,1,0.999589168852,0.555555555556,0.357142865658,1,0.998713836434,0.99999983055,1
2670,1.0,0.75,0.857143,0.857143,0.7,0.714286,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
2671,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.75,0.5,0.8,0.733333,0.764706,0.742857,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
2672,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.333333,0.181818,0.401584,0.273529,0.361111,0.193182,1,1,1.0,0.571429,0.727273,0.727273,0.622222,0.644444,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.989877120614,0.444444444444,0.176470592618,1,0.995490329259,0.5,0.235294118524,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999874914585,0.0,1
2673,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.9999998,0.9,0.699999988079,1,0.9999997,0.8,0.615384638309,1,1.0,1.0,1
2674,0.333333,0.125,0.362534,0.24242399999999997,0.3125,0.229167,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.4,0.529762,0.444444,0.542857,0.294118,1,1,0.5,0.5,0.579861,0.5,0.571429,0.349206,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999675205526,0.444444444444,0.25,1,0.99680027113,0.6,0.29411765933,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999989590448,0.0,0
2675,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.8,0.5,0.8,0.5,1,1,0.0,0.0,0.202381,0.0416667,0.222222,0.0232558,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.285714,0.285714,0.515646,0.380952,0.47619,0.233333,1,1,0.285714,0.285714,0.515646,0.380952,0.521739,0.28125,1,1,0.0,0.0,0.8,0.5,0.8,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.00917431192661,0.6,0.375,1,0.984758498811,0.333333333333,0.176470592618,1,0.994093494095,0.6,0.3125,1,0.984592021004,0.444444444444,0.176470592618,1,0.994227515048,0.6,0.29411765933,1,0.999725223002,0.999721473632,0
2676,1.0,0.5,0.666667,0.666667,0.25,0.52,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.666667,0.4,0.7,0.607143,0.538462,0.555556,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
2677,0.666667,0.5,0.653061,0.571429,0.269231,0.4375,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.125,0.361905,0.275,0.146341,0.209302,1,1,1.0,0.25,0.4,0.4,0.272727,0.309524,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.997711449477,0.555555555556,0.25,1,0.9837654113,0.5,0.235294118524,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999722483012,0.0,1
2678,0.0,0.0,0.50839,0.320346,0.44444399999999995,0.314286,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
2679,0.5,0.5,0.75,0.590909,0.8125,0.571429,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,0.857143,0.923077,0.923077,0.896552,0.896552,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.999942003364,0.5,0.307692319155,1,0.999968001024,0.666666666667,0.428571432829,1,1.0,0.999999995612,1
2680,0.0,0.0,0.153571,0.0,0.21052600000000002,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.6,0.333333,0.6,0.333333,1,1,0.0,0.0,0.256614,0.111111,0.227273,0.0769231,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.857143,0.857143,0.885714,0.880952,0.804878,0.767442,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0144927536232,0.4,0.222222223878,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
2681,1.0,0.6,0.75,0.75,0.514286,0.5428569999999999,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9,0.75,0.9,0.75,1,1,0.666667,0.571429,0.660562,0.628205,0.509434,0.553571,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,1
2682,0.0,0.0,0.458333,0.333333,0.461538,0.294118,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.571429,0.571429,0.720238,0.642857,0.634146,0.673913,1,1,0.857143,0.857143,0.904762,0.892857,0.911111,0.866667,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999980700372,0.777777777778,0.428571432829,1,0.999998500002,0.8,0.571428596973,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999999625,0.0,1
2683,0.5,0.5,0.583333,0.5,0.333333,0.15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.8,0.8,0.8,0.8,0.904762,0.791667,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.875,0.875,0.875,0.875,0.95122,0.886364,1,1,0.875,0.875,0.875,0.875,0.95122,0.886364,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.111111111111,0.5,0.285714298487,1,0.999584172984,0.6,0.25,1,0.999880514279,0.7,0.375,1,0.999559194395,0.555555555556,0.285714298487,1,0.999920006399,0.888888888889,0.538461565971,1,0.999999812664,0.999999799119,0
2684,1.0,0.333333,0.5,0.5,0.357143,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.833333,0.714286,0.919414,0.820513,0.514286,0.777778,1,1,0.833333,0.833333,0.833333,0.833333,0.9375,0.857143,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.999755559766,0.555555555556,0.333333343267,1,0.999674206176,0.6,0.375,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999834009,0.0,1
2685,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.666667,0.571429,0.811966,0.689349,0.810811,0.780488,1,1,0.857143,0.857143,0.904762,0.892857,0.9,0.853659,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999980600376,0.666666666667,0.54545456171,1,0.999999000001,0.9,0.571428596973,1,1.0,1.0,1.0,2,0.999983100286,0.7,0.727272748947,1,0.999999999623,0.999999999714,1
2686,0.75,0.75,0.75,0.75,0.347826,0.516129,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.285714,0.153846,0.285714,0.153846,1,1,0.875,0.875,0.895833,0.8875,0.878049,0.785714,1,1,0.875,0.875,0.916667,0.90625,0.885714,0.848485,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999963001369,0.777777777778,0.5,1,0.9999900001,0.888888888889,0.538461565971,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999998531,0.0,1
2687,0.75,0.75,0.9642860000000001,0.916667,0.95,0.85,0,0,1.0,0.5,0.666667,0.666667,0.454545,0.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.75,0.75,0.75,0.875,0.666667,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.571429,0.571429,0.695238,0.625,0.542857,0.488372,1,1,0.857143,0.857143,0.857143,0.857143,0.942857,0.837838,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.333333333333,0.5,0.25,1,0.999739367947,0.666666666667,0.333333343267,1,0.999958501722,0.5,0.29411765933,1,0.999783946689,0.444444444444,0.266666680574,1,0.999880614255,0.7,0.40000000596,1,0.999999930313,0.999999939044,1
2688,1.0,0.75,0.857143,0.857143,0.833333,0.833333,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.75,0.461538,0.636905,0.571429,0.380282,0.421053,1,1,0.666667,0.25,0.381818,0.363636,0.270833,0.245283,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.987015027699,0.333333333333,0.125,1,0.989699014715,0.5,0.222222223878,1,0.999878014882,0.625,0.333333343267,1,0.999346427436,0.555555555556,0.333333343267,1,0.999718673466,0.9999995574,1
2689,0.666667,0.666667,0.733333,0.703704,0.777778,0.6190479999999999,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.75,0.75,0.85,0.78125,0.857143,0.695652,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.857143,0.857143,0.914286,0.875,0.923077,0.829268,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.998905199901,0.625,0.285714298487,1,0.998116554062,0.666666666667,0.357142865658,1,1.0,0.999995238038,1
2690,1.0,0.333333,0.5,0.5,0.342105,0.368421,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.8,0.666667,0.872294,0.818182,0.694444,0.685714,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.999962501406,0.666666666667,0.428571432829,1,0.999987700151,0.7,0.466666668653,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999999998442,0.0,1
2691,1.0,0.6,0.75,0.75,0.5862069999999999,0.62069,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.8,0.666667,0.787879,0.772727,0.714286,0.725,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,2,0.999573502468,0.384615384615,0.210526317358,1,0.999919062551,0.5,0.352941185236,1,1.0,0.999999811393,1
2692,1.0,0.8,0.8888889999999999,0.8888889999999999,0.771429,0.777778,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.857143,0.666667,0.886364,0.836538,0.625,0.6875,1,1,1.0,0.375,0.545455,0.545455,0.425,0.45,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,2,0.996963448728,0.444444444444,0.176470592618,1,0.982108921772,0.6,0.222222223878,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999658980347,0.0,1
2693,1.0,0.375,0.545455,0.545455,0.347826,0.361702,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.2,0.2,0.688333,0.485,0.241379,0.540541,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.333333,0.25,0.644728,0.489286,0.341463,0.5,1,1,0.875,0.875,0.9375,0.9,0.979167,0.921569,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,0.0,0.0,0.0,0,0.1,0.75,0.428571432829,1,0.999671707811,0.444444444444,0.25,1,0.999141936905,0.5,0.29411765933,1,0.998863293572,0.5,0.285714298487,1,0.999371395392,0.555555555556,0.333333343267,1,0.999999154617,0.999998309318,1
2694,0.0,0.0,0.20969400000000002,0.0349026,0.1875,0.0444444,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.12963,0.0208333,0.0526316,0.027027,1,1,0.5,0.5,0.5,0.5,0.666667,0.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.983698831553,0.611111111111,0.166666671634,1,0.955174336987,0.166666666667,0.115384615958,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.997529153025,0.0,0
2695,1.0,0.4,0.571429,0.571429,0.28571399999999997,0.392857,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.166667,0.425,0.333333,0.310345,0.28125,1,1,0.666667,0.285714,0.54,0.466667,0.444444,0.410256,1,1,0.0,0.0,0.6,0.333333,0.6,0.333333,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0217391304348,0.818181818182,0.600000023842,1,0.0,0.0,0.0,0,1.33702351824e-05,0.428571428571,0.166666671634,1,0.926964039821,0.222222222222,0.111111111939,1,0.994873714213,0.5,0.222222223878,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.993804134872,0.0,1
2696,0.0,0.0,0.314286,0.0973485,0.180328,0.104478,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.166667,0.166667,0.426157,0.261905,0.447368,0.175439,1,1,0.5,0.428571,0.555556,0.461538,0.666667,0.339286,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0114942528736,0.5,0.25,1,0.99923738203,0.555555555556,0.333333343267,1,0.998597170695,0.6,0.29411765933,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.999997444069,0.0,0
